time,latitude,longitude,depth,mag,country
1/22/1966 12:00:00 AM,37,-116,10,20,USA
4/23/1966 12:00:00 AM,37,-116,10,1.4,USA
4/29/1966 12:00:00 AM,37,-116,10,20,USA
08/12/1966 00:00:00,37,-116,10,20,USA
10/15/1966 12:00:00 AM,37,-116,10,20,USA
11/22/1966 12:00:00 AM,37,-116,10,20,USA
12/13/1966 12:00:00 AM,37,-116,10,20,USA
1/18/1967 12:00:00 AM,37,-116,10,20,USA
1/26/1967 12:00:00 AM,37,-116,10,20,USA
03/03/1967 00:00:00,37,-116,10,20,USA
03/10/1967 00:00:00,37,-116,10,20,USA
04/04/1967 00:00:00,37,-116,10,20,USA
04/06/1967 00:00:00,37,-116,10,20,USA
5/26/1967 12:00:00 AM,37,-116,10,20,USA
7/14/1967 12:00:00 AM,37,-116,10,20,USA
08/04/1967 00:00:00,37,-116,10,20,USA
8/24/1967 12:00:00 AM,37,-116,10,20,USA
9/15/1967 12:00:00 AM,37,-116,10,20,USA
10/25/1967 12:00:00 AM,37,-116,10,20,USA
10/25/1967 12:00:00 AM,37,-116,10,20,USA
12/06/1967 00:00:00,37,-116,10,20,USA
1/24/1968 12:00:00 AM,37,-116,10,20,USA
1/31/1968 12:00:00 AM,37,-116,10,20,USA
2/21/1968 12:00:00 AM,37,-116,10,20,USA
03/05/1968 00:00:00,37,-116,10,20,USA
03/12/1968 17:04:00,37.0076,-116.3705,10,5.4,USA
04/04/1968 00:00:00,37,-116,10,20,USA
05/03/1968 00:00:00,37,-116,10,20,USA
05/08/1968 00:00:00,37,-116,10,20,USA
5/28/1968 12:00:00 AM,37,-116,10,20,USA
06/05/1968 00:00:00,37,-116,10,20,USA
06/06/1968 21:30:00,37.1654,-116.0434,10,100,USA
6/25/1968 12:00:00 AM,37,-116,10,20,USA
6/25/1968 12:00:00 AM,37,-116,10,20,USA
7/17/1968 12:00:00 AM,37,-116,10,20,USA
08/09/1968 00:00:00,37,-116,10,20,USA
8/15/1968 12:00:00 AM,37,-116,10,20,USA
10/03/1968 00:00:00,37,-116,10,20,USA
10/10/1968 00:00:00,37,-116,10,20,USA
10/29/1968 12:00:00 AM,37,-116,10,20,USA
10/31/1968 12:00:00 AM,37,-116,10,40,USA
10/31/1968 12:00:00 AM,37,-116,10,20,USA
11/04/1968 00:00:00,37,-116,10,40,USA
11/15/1968 12:00:00 AM,37,-116,10,20,USA
12/12/1968 00:00:00,37,-116,10,20,USA
12/12/1968 00:00:00,37,-116,10,20,USA
12/12/1968 15:10:00,37.1189,-116.0783,10,120,USA
1/22/1969 12:00:00 AM,37,-116,10,20,USA
1/30/1969 12:00:00 AM,37,-116,10,20,USA
02/04/1969 00:00:00,37,-116,10,20,USA
02/04/1969 00:00:00,37,-116,10,20,USA
3/18/1969 12:00:00 AM,37,-116,10,20,USA
3/18/1969 12:00:00 AM,37,-116,10,20,USA
4/24/1969 12:00:00 AM,37,-116,10,40,USA
5/15/1969 12:00:00 AM,37,-116,10,20,USA
5/27/1969 12:00:00 AM,37,-116,10,40,USA
